id	category	name	description	xref	provided_by	synonym	iri	object	predicate	relation	same_as	subject	subsets
COG:COG0008	biolink:GeneFamily	Glutamyl- or glutaminyl-tRNA synthetase	Glutamyl- or glutaminyl-tRNA synthetase | Gene: GlnS | Pathway: Heme biosynthesis		infores:cog								
COG:COG0009	biolink:GeneFamily	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC | Gene: TsaC | Pathway: tRNA modification		infores:cog								
COG:COG0010	biolink:GeneFamily	Arginase/agmatinase family enzyme	Arginase/agmatinase family enzyme | Gene: SpeB | Pathway: Urea cycle		infores:cog								
COG:COG0011	biolink:GeneFamily	Thiamin-binding stress-response protein YqgV, UPF0045 family	Thiamin-binding stress-response protein YqgV, UPF0045 family | Gene: YqgV		infores:cog								
COG:COG0012	biolink:GeneFamily	Ribosome-binding ATPase YchF, GTP1/OBG family	Ribosome-binding ATPase YchF, GTP1/OBG family | Gene: GTP1		infores:cog								
COG:COG0013	biolink:GeneFamily	Alanyl-tRNA synthetase	Alanyl-tRNA synthetase | Gene: AlaS | Pathway: Aminoacyl-tRNA synthetases		infores:cog								
COG:COG0014	biolink:GeneFamily	Gamma-glutamyl phosphate reductase	Gamma-glutamyl phosphate reductase | Gene: ProA | Pathway: Proline biosynthesis		infores:cog								
COG:COG0015	biolink:GeneFamily	Adenylosuccinate lyase	Adenylosuccinate lyase | Gene: PurB | Pathway: Purine biosynthesis		infores:cog								
COG:COG0016	biolink:GeneFamily	Phenylalanyl-tRNA synthetase alpha subunit	Phenylalanyl-tRNA synthetase alpha subunit | Gene: PheS | Pathway: Aminoacyl-tRNA synthetases		infores:cog								
COG:COG0017	biolink:GeneFamily	Aspartyl/asparaginyl-tRNA synthetase	Aspartyl/asparaginyl-tRNA synthetase | Gene: AsnS | Pathway: Aminoacyl-tRNA synthetases		infores:cog								
COG:COG0018	biolink:GeneFamily	Arginyl-tRNA synthetase	Arginyl-tRNA synthetase | Gene: ArgS | Pathway: Aminoacyl-tRNA synthetases		infores:cog								
COG:COG0019	biolink:GeneFamily	Diaminopimelate decarboxylase	Diaminopimelate decarboxylase | Gene: LysA | Pathway: Lysine biosynthesis		infores:cog								
COG:COG0020	biolink:GeneFamily	Undecaprenyl pyrophosphate synthase	Undecaprenyl pyrophosphate synthase | Gene: UppS		infores:cog								
COG:COG0021	biolink:GeneFamily	Transketolase	Transketolase | Gene: TktA | Pathway: Pentose phosphate pathway		infores:cog								
COG:COG0022	biolink:GeneFamily	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component, beta subunit | Gene: AcoB | Pathway: Pyruvate oxidation		infores:cog								
COG:COG0023	biolink:GeneFamily	Translation initiation factor 1 (eIF-1/SUI1)	Translation initiation factor 1 (eIF-1/SUI1) | Gene: SUI1 | Pathway: Translation factors		infores:cog								
COG:COG0024	biolink:GeneFamily	Methionine aminopeptidase	Methionine aminopeptidase | Gene: Map		infores:cog								
COG:COG0025	biolink:GeneFamily	NhaP-type Na+/H+ or K+/H+ antiporter	NhaP-type Na+/H+ or K+/H+ antiporter | Gene: NhaP		infores:cog								
COG:COG0026	biolink:GeneFamily	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase)	Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase) | Gene: PurK | Pathway: Purine biosynthesis		infores:cog								
COG:COG0027	biolink:GeneFamily	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase)	Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase) | Gene: PurT | Pathway: Purine biosynthesis		infores:cog								
COG:COG0028	biolink:GeneFamily	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme | Gene: IlvB | Pathway: Isoleucine, leucine, valine biosynthesis		infores:cog								
COG:COG0029	biolink:GeneFamily	Aspartate oxidase	Aspartate oxidase | Gene: NadB | Pathway: NAD biosynthesis		infores:cog								
COG:COG0030	biolink:GeneFamily	rRNA adenine N6-methylase, includes 16S rRNA A1518 and A1519 N6-dimethyltransferase  RsmA/KsgA/DIM  and 23S rRNA A2058 N6-methylase ErmO/TlrD (may also have DNA glycosylase/AP lyase activity)	rRNA adenine N6-methylase, includes 16S rRNA A1518 and A1519 N6-dimethyltransferase  RsmA/KsgA/DIM  and 23S rRNA A2058 N6-methylase ErmO/TlrD (may also have DNA glycosylase/AP lyase activity) | Gene: RsmA | Pathway: 16S rRNA modification		infores:cog								
COG:COG0031	biolink:GeneFamily	Cysteine synthase	Cysteine synthase | Gene: CysK | Pathway: Cysteine biosynthesis		infores:cog								
COG:COG0033	biolink:GeneFamily	Phosphoglucomutase/phosphomannomutase	Phosphoglucomutase/phosphomannomutase | Gene: Pgm		infores:cog								
COG:COG0034	biolink:GeneFamily	Glutamine phosphoribosylpyrophosphate amidotransferase	Glutamine phosphoribosylpyrophosphate amidotransferase | Gene: PurF | Pathway: Purine biosynthesis		infores:cog								
COG:COG0035	biolink:GeneFamily	Uracil phosphoribosyltransferase	Uracil phosphoribosyltransferase | Gene: Upp | Pathway: Pyrimidine salvage		infores:cog								
COG:COG0036	biolink:GeneFamily	Pentose-5-phosphate-3-epimerase	Pentose-5-phosphate-3-epimerase | Gene: Rpe | Pathway: Pentose phosphate pathway		infores:cog								
COG:COG0037	biolink:GeneFamily	tRNA-C32 2-thiocytidine or tRNA(Ile)-C34 C2-lysylcytidine synthase TtcA/TilS/MesJ	tRNA-C32 2-thiocytidine or tRNA(Ile)-C34 C2-lysylcytidine synthase TtcA/TilS/MesJ | Gene: TtcA | Pathway: tRNA modification		infores:cog								
COG:COG0038	biolink:GeneFamily	H+/Cl- antiporter ClcA	H+/Cl- antiporter ClcA | Gene: ClcA		infores:cog								
COG:COG0039	biolink:GeneFamily	Malate/lactate dehydrogenase	Malate/lactate dehydrogenase | Gene: Mdh | Pathway: TCA cycle		infores:cog								
COG:COG0040	biolink:GeneFamily	ATP phosphoribosyltransferase	ATP phosphoribosyltransferase | Gene: HisG | Pathway: Histidine biosynthesis		infores:cog								
COG:COG0041	biolink:GeneFamily	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase	Phosphoribosylcarboxyaminoimidazole (NCAIR) mutase | Gene: PurE | Pathway: Purine biosynthesis		infores:cog								
COG:COG0042	biolink:GeneFamily	tRNA-dihydrouridine synthase	tRNA-dihydrouridine synthase | Gene: DusA | Pathway: tRNA modification		infores:cog								
COG:COG0043	biolink:GeneFamily	3-polyprenyl-4-hydroxybenzoate decarboxylase	3-polyprenyl-4-hydroxybenzoate decarboxylase | Gene: UbiD | Pathway: Ubiquinone biosynthesis		infores:cog								
COG:COG0044	biolink:GeneFamily	Dihydroorotase or related cyclic amidohydrolase	Dihydroorotase or related cyclic amidohydrolase | Gene: AllB | Pathway: Pyrimidine biosynthesis		infores:cog								
COG:COG0045	biolink:GeneFamily	Succinyl-CoA synthetase, beta subunit	Succinyl-CoA synthetase, beta subunit | Gene: SucC | Pathway: TCA cycle		infores:cog								
COG:COG0046	biolink:GeneFamily	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain | Gene: PurL1 | Pathway: Purine biosynthesis		infores:cog								
COG:COG0047	biolink:GeneFamily	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain | Gene: PurL2 | Pathway: Purine biosynthesis		infores:cog								
COG:COG0048	biolink:GeneFamily	Ribosomal protein S12	Ribosomal protein S12 | Gene: RpsL | Pathway: Ribosome 30S subunit		infores:cog								
COG:COG0049	biolink:GeneFamily	Ribosomal protein S7	Ribosomal protein S7 | Gene: RpsG | Pathway: Ribosome 30S subunit		infores:cog								
COG:COG0050	biolink:GeneFamily	Translation elongation factor EF-Tu, a GTPase	Translation elongation factor EF-Tu, a GTPase | Gene: TufA | Pathway: Translation factors		infores:cog								
COG:COG0051	biolink:GeneFamily	Ribosomal protein S10	Ribosomal protein S10 | Gene: RpsJ | Pathway: Ribosome 30S subunit		infores:cog								
COG:COG0052	biolink:GeneFamily	Ribosomal protein S2	Ribosomal protein S2 | Gene: RpsB | Pathway: Ribosome 30S subunit		infores:cog								
COG:COG0053	biolink:GeneFamily	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump | Gene: FieF		infores:cog								
COG:COG0054	biolink:GeneFamily	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain) | Gene: RibE | Pathway: Riboflavin/FAD biosynthesis		infores:cog								
COG:COG0055	biolink:GeneFamily	FoF1-type ATP synthase, beta subunit	FoF1-type ATP synthase, beta subunit | Gene: AtpD | Pathway: FoF1-type ATP synthase		infores:cog								
COG:COG0056	biolink:GeneFamily	FoF1-type ATP synthase, alpha subunit	FoF1-type ATP synthase, alpha subunit | Gene: AtpA | Pathway: FoF1-type ATP synthase		infores:cog								
COG:COG0057	biolink:GeneFamily	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase | Gene: GapA | Pathway: Glycolysis		infores:cog								
COG:COG0058	biolink:GeneFamily	Glucan phosphorylase	Glucan phosphorylase | Gene: GlgP		infores:cog								
COG:COG0059	biolink:GeneFamily	Ketol-acid reductoisomerase	Ketol-acid reductoisomerase | Gene: IlvC | Pathway: Isoleucine, leucine, valine biosynthesis		infores:cog								
COG:COG0060	biolink:GeneFamily	Isoleucyl-tRNA synthetase	Isoleucyl-tRNA synthetase | Gene: IleS | Pathway: Aminoacyl-tRNA synthetases		infores:cog								
COG:COG0061	biolink:GeneFamily	NAD kinase	NAD kinase | Gene: NadK		infores:cog								
COG:COG0062	biolink:GeneFamily	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase (NAXE) domain	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase (NAXE) domain | Gene: NnrE		infores:cog								
COG:COG0063	biolink:GeneFamily	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase (NAXD) domain	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase (NAXD) domain | Gene: NnrD		infores:cog								
COG:COG0064	biolink:GeneFamily	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit | Gene: GatB | Pathway: Aminoacyl-tRNA synthetases		infores:cog								
COG:COG0065	biolink:GeneFamily	Homoaconitase/3-isopropylmalate dehydratase large subunit	Homoaconitase/3-isopropylmalate dehydratase large subunit | Gene: LeuC | Pathway: Isoleucine, leucine, valine biosynthesis		infores:cog								
COG:COG0066	biolink:GeneFamily	3-isopropylmalate dehydratase small subunit	3-isopropylmalate dehydratase small subunit | Gene: LeuD | Pathway: Isoleucine, leucine, valine biosynthesis		infores:cog								
COG:COG0067	biolink:GeneFamily	Glutamate synthase domain 1	Glutamate synthase domain 1 | Gene: GltB1 | Pathway: Glutamine biosynthesis		infores:cog								
COG:COG0068	biolink:GeneFamily	Hydrogenase maturation factor HypF (carbamoyltransferase)	Hydrogenase maturation factor HypF (carbamoyltransferase) | Gene: HypF		infores:cog								
COG:COG0069	biolink:GeneFamily	Glutamate synthase domain 2	Glutamate synthase domain 2 | Gene: GltB2 | Pathway: Glutamine biosynthesis		infores:cog								
COG:COG0070	biolink:GeneFamily	Glutamate synthase domain 3	Glutamate synthase domain 3 | Gene: GltB3 | Pathway: Glutamine biosynthesis		infores:cog								
COG:COG0071	biolink:GeneFamily	Small heat shock protein IbpA, HSP20 family	Small heat shock protein IbpA, HSP20 family | Gene: IbpA		infores:cog								
COG:COG0072	biolink:GeneFamily	Phenylalanyl-tRNA synthetase beta subunit	Phenylalanyl-tRNA synthetase beta subunit | Gene: PheT | Pathway: Aminoacyl-tRNA synthetases		infores:cog								
COG:COG0073	biolink:GeneFamily	tRNA-binding EMAP/Myf domain	tRNA-binding EMAP/Myf domain | Gene: EMAP		infores:cog								
COG:COG0074	biolink:GeneFamily	Succinyl-CoA synthetase, alpha subunit	Succinyl-CoA synthetase, alpha subunit | Gene: SucD | Pathway: TCA cycle		infores:cog								
COG:COG0075	biolink:GeneFamily	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG	Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG | Gene: PucG | Pathway: Serine biosynthesis		infores:cog								
COG:COG0076	biolink:GeneFamily	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein | Gene: GadA | Pathway: Pantothenate/CoA biosynthesis		infores:cog								
COG:COG0077	biolink:GeneFamily	Prephenate dehydratase (decarboxylase)	Prephenate dehydratase (decarboxylase) | Gene: PheA2 | Pathway: Aromatic amino acid biosynthesis		infores:cog								
COG:COG0078	biolink:GeneFamily	Ornithine carbamoyltransferase	Ornithine carbamoyltransferase | Gene: ArgF | Pathway: Arginine biosynthesis		infores:cog								
COG:COG0079	biolink:GeneFamily	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase | Gene: HisC | Pathway: Cobalamine/B12 biosynthesis		infores:cog								
COG:COG0080	biolink:GeneFamily	Ribosomal protein L11	Ribosomal protein L11 | Gene: RplK | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0081	biolink:GeneFamily	Ribosomal protein L1	Ribosomal protein L1 | Gene: RplA | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0082	biolink:GeneFamily	Chorismate synthase	Chorismate synthase | Gene: AroC | Pathway: Aromatic amino acid biosynthesis		infores:cog								
COG:COG0083	biolink:GeneFamily	Homoserine kinase	Homoserine kinase | Gene: ThrB | Pathway: Threonine biosynthesis		infores:cog								
COG:COG0084	biolink:GeneFamily	3'->5' ssDNA/RNA exonuclease TatD	3'->5' ssDNA/RNA exonuclease TatD | Gene: TatD		infores:cog								
COG:COG0085	biolink:GeneFamily	DNA-directed RNA polymerase, beta subunit/140 kD subunit	DNA-directed RNA polymerase, beta subunit/140 kD subunit | Gene: RpoB | Pathway: RNA polymerase		infores:cog								
COG:COG0086	biolink:GeneFamily	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	DNA-directed RNA polymerase, beta' subunit/160 kD subunit | Gene: RpoC | Pathway: RNA polymerase		infores:cog								
COG:COG0087	biolink:GeneFamily	Ribosomal protein L3	Ribosomal protein L3 | Gene: RplC | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0088	biolink:GeneFamily	Ribosomal protein L4	Ribosomal protein L4 | Gene: RplD | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0089	biolink:GeneFamily	Ribosomal protein L23	Ribosomal protein L23 | Gene: RplW | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0090	biolink:GeneFamily	Ribosomal protein L2	Ribosomal protein L2 | Gene: RplB | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0091	biolink:GeneFamily	Ribosomal protein L22	Ribosomal protein L22 | Gene: RplV | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0092	biolink:GeneFamily	Ribosomal protein S3	Ribosomal protein S3 | Gene: RpsC | Pathway: Ribosome 30S subunit		infores:cog								
COG:COG0093	biolink:GeneFamily	Ribosomal protein L14	Ribosomal protein L14 | Gene: RplN | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0094	biolink:GeneFamily	Ribosomal protein L5	Ribosomal protein L5 | Gene: RplE | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0095	biolink:GeneFamily	Lipoate-protein ligase A	Lipoate-protein ligase A | Gene: LplA | Pathway: Lipoate biosynthesis		infores:cog								
COG:COG0096	biolink:GeneFamily	Ribosomal protein S8	Ribosomal protein S8 | Gene: RpsH | Pathway: Ribosome 30S subunit		infores:cog								
COG:COG0097	biolink:GeneFamily	Ribosomal protein L6P/L9E	Ribosomal protein L6P/L9E | Gene: RplF | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0098	biolink:GeneFamily	Ribosomal protein S5	Ribosomal protein S5 | Gene: RpsE | Pathway: Ribosome 30S subunit		infores:cog								
COG:COG0099	biolink:GeneFamily	Ribosomal protein S13	Ribosomal protein S13 | Gene: RpsM | Pathway: Ribosome 30S subunit		infores:cog								
COG:COG0100	biolink:GeneFamily	Ribosomal protein S11	Ribosomal protein S11 | Gene: RpsK | Pathway: Ribosome 30S subunit		infores:cog								
COG:COG0101	biolink:GeneFamily	tRNA U38,U39,U40 pseudouridine synthase TruA	tRNA U38,U39,U40 pseudouridine synthase TruA | Gene: TruA | Pathway: tRNA modification		infores:cog								
COG:COG0102	biolink:GeneFamily	Ribosomal protein L13	Ribosomal protein L13 | Gene: RplM | Pathway: Ribosome 50S subunit		infores:cog								
COG:COG0103	biolink:GeneFamily	Ribosomal protein S9	Ribosomal protein S9 | Gene: RpsI | Pathway: Ribosome 30S subunit		infores:cog								
COG:COG0104	biolink:GeneFamily	Adenylosuccinate synthase	Adenylosuccinate synthase | Gene: PurA | Pathway: Purine biosynthesis		infores:cog								
COG:COG0105	biolink:GeneFamily	Nucleoside diphosphate kinase	Nucleoside diphosphate kinase | Gene: Ndk | Pathway: Pyrimidine biosynthesis		infores:cog								
COG:COG0106	biolink:GeneFamily	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase | Gene: HisA | Pathway: Histidine biosynthesis		infores:cog								
COG:COG0107	biolink:GeneFamily	Imidazole glycerol phosphate synthase subunit HisF	Imidazole glycerol phosphate synthase subunit HisF | Gene: HisF | Pathway: Histidine biosynthesis		infores:cog								
COG:COG0108	biolink:GeneFamily	3,4-dihydroxy-2-butanone 4-phosphate synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase | Gene: RibB | Pathway: Riboflavin/FAD biosynthesis		infores:cog								
COG:COG0109	biolink:GeneFamily	Polyprenyltransferase (heme O synthase)	Polyprenyltransferase (heme O synthase) | Gene: CyoE		infores:cog								
COG:COG0110	biolink:GeneFamily	O-acetyltransferase, isoleucine patch superfamily, LacA/YvoF/WbbJ family	O-acetyltransferase, isoleucine patch superfamily, LacA/YvoF/WbbJ family | Gene: WbbJ		infores:cog								
COG:COG0111	biolink:GeneFamily	Phosphoglycerate dehydrogenase or related dehydrogenase	Phosphoglycerate dehydrogenase or related dehydrogenase | Gene: SerA | Pathway: Serine biosynthesis		infores:cog								
COG:COG0112	biolink:GeneFamily	Glycine/serine hydroxymethyltransferase	Glycine/serine hydroxymethyltransferase | Gene: GlyA | Pathway: Serine biosynthesis		infores:cog								
COG:COG0113	biolink:GeneFamily	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase | Gene: HemB | Pathway: Heme biosynthesis		infores:cog								
COG:COG0114	biolink:GeneFamily	Fumarate hydratase class II	Fumarate hydratase class II | Gene: FumC | Pathway: TCA cycle		infores:cog								
COG:COG0115	biolink:GeneFamily	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase | Gene: IlvE | Pathway: Isoleucine, leucine, valine biosynthesis		infores:cog								
COG:COG0116	biolink:GeneFamily	RNA guanine methylase, includes 23S rRNA G2445 N2-methylase RlmL and tRNA-G6 N2-methylase Trm14	RNA guanine methylase, includes 23S rRNA G2445 N2-methylase RlmL and tRNA-G6 N2-methylase Trm14 | Gene: RlmL | Pathway: 23S rRNA modification		infores:cog								
COG:COG0117	biolink:GeneFamily	Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain	Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain | Gene: RibD1 | Pathway: Riboflavin/FAD biosynthesis		infores:cog								
COG:COG0118	biolink:GeneFamily	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH | Gene: HisH | Pathway: Histidine biosynthesis		infores:cog								
COG:COG0119	biolink:GeneFamily	Isopropylmalate/homocitrate/citramalate synthases	Isopropylmalate/homocitrate/citramalate synthases | Gene: LeuA | Pathway: Isoleucine, leucine, valine biosynthesis		infores:cog								
COG:COG0120	biolink:GeneFamily	Ribose 5-phosphate isomerase	Ribose 5-phosphate isomerase | Gene: RpiA | Pathway: Pentose phosphate pathway		infores:cog								
COG:COG0121	biolink:GeneFamily	Predicted glutamine amidotransferase YafJ	Predicted glutamine amidotransferase YafJ | Gene: YafJ		infores:cog								
COG:COG0122	biolink:GeneFamily	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase | Gene: AlkA		infores:cog								
COG:COG0123	biolink:GeneFamily	Acetoin utilization deacetylase AcuC or a related deacetylase	Acetoin utilization deacetylase AcuC or a related deacetylase | Gene: AcuC		infores:cog								
COG:COG0124	biolink:GeneFamily	Histidyl-tRNA synthetase	Histidyl-tRNA synthetase | Gene: HisS | Pathway: Aminoacyl-tRNA synthetases		infores:cog								
COG:COG0125	biolink:GeneFamily	Thymidylate kinase	Thymidylate kinase | Gene: Tmk | Pathway: Thymidylate biosynthesis		infores:cog								
COG:COG0126	biolink:GeneFamily	3-phosphoglycerate kinase	3-phosphoglycerate kinase | Gene: Pgk | Pathway: Glycolysis		infores:cog								
COG:COG0127	biolink:GeneFamily	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family | Gene: RdgB		infores:cog								
COG:COG0128	biolink:GeneFamily	5-enolpyruvylshikimate-3-phosphate synthase	5-enolpyruvylshikimate-3-phosphate synthase | Gene: AroA | Pathway: Aromatic amino acid biosynthesis		infores:cog								
COG:COG0129	biolink:GeneFamily	Dihydroxyacid dehydratase/phosphogluconate dehydratase	Dihydroxyacid dehydratase/phosphogluconate dehydratase | Gene: IlvD | Pathway: Isoleucine, leucine, valine biosynthesis		infores:cog								
COG:COG0130	biolink:GeneFamily	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA | Gene: TruB | Pathway: tRNA modification		infores:cog								
