subject	predicate	object	relation	primary_knowledge_source
NCBITaxon:166486	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:1681	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:1685	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:1689	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:1736	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:1759399	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:1776081	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:1849041	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:187327	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:1965555	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:1965576	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:2107999	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:214856	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:216816	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:2173	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:218538	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:230143	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:270498	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:28037	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:28123	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:301302	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:3062497	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:33945	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:360807	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:39490	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:39491	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:40519	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:418240	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:43675	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:46228	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:47715	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:501571	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:508460	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:53442	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:544580	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:562	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:573	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:626932	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:626937	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:649756	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:671232	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:712124	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:78257	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:78344	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:78448	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:823	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:853	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:89153	biolink:associated_with_increased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
NCBITaxon:Actinomyces sp. ICM47	biolink:associated_with_decreased_likelihood_of	MONDO:0005180	PATO:0001668	PdMetagenomics
